masked_acct,MoodysUVIDiffCOFromOrig,VehicleValueBlackBook,FinancedAmt,PaymentAmt,TotalDownPmt,ChargeOffMOB,FICOScore,true_recovery_rate
236e9fc4e56d6dca5349a54410cd663c,-3.85,12800,15258,328.69,1400,8,616,0.6149
23719c4274717c24f1ffd108543d84a3,-5.88,13675,22796.8008,499.86,237.31,20,,0.4088
237ae8ee4a314bca18edafaa03456e5a,-7.02,5200,10551.5996,286.92,2500,29,,0.0322
2383227274e4e8f968f4f3b091a8d3d9,2.67,9400,13944,359.17,1500,5,557,0.7198
2389599f6bad0e080115a507272736ea,-12.85,11900,18829.0996,474.79,1859,25,,0.007
238b10a60649007149d72143100f79ad,-0.33,14675,21922.75,500,4000,21,,0.584
2398a1a64a804b644c1668e0ae94446f,-10.62,14350,20073.4004,461.21,1000,18,471,0.6738
2398a994cf37b7dbba6d3ad4f48f4567,-3.85,11500,16537.1797,368.38,1800,5,,0.4857
239b22ef03abc8a694603368b4117fdb,-8.41,14450,19176.9492,424.18,2500,18,569,0.278
239baf62b1404301d21af4ff60102d3a,-10.08,19125,25869,583.49,4700,19,582,0.4144
239cdf5def2427b5b3f790c3006e3f8e,-1.81,10775,12657.4199,305.52,6000,14,473,0
239f7a29ac50a130dcbff3a9eb8c53a4,-2.92,11300,17976.5098,413.08,2000,5,481,0.5983
23a3f99d3a4e84ed430b66983b535095,-6.7,7900,12060.29,323.56,1201,24,487,0.1768
23aae7b7ddb02c7b7d77a13e715a9d33,3.17,15375,21477.9492,548.47,2500,6,535,0.7306
23ab4eaecd0d519af4ac2275f73e0a51,-8.74,11600,13592.8701,326.48,1000,36,558,0.1062
23b13426dbe222364ecb0c8e2dfec57f,-10.69,13825,19099,466.65,1500,21,500,0.3898
23b4800564fa1554460b3b5f66a57d43,-1.76,8675,16528.75,396.88,1500,12,576,0.3712
23c0503e20b6c87b1bce42e6a3f5bdaf,-7.16,16975,17255.8398,416.58,6000,14,471,0.7088
23c0a2288fc23deef013f161f4fc25e1,-1.58,13550,19581.6797,458.07,1500,13,515,0.5695
23c1cbd7d6e0d13b6ba11e5c1a27f484,-8.98,17450,26078.5898,541.57,-2202.29,40,470,0.2392
23c30a0573f19a1b7327aaf84821bb83,-12.11,19075,25023.3301,553.49,2000,24,,0
23c6e37736ac5ca9c37610b43d57de59,-11.29,18525,22236.9004,504.51,3500,32,539,0.7316
23c988d3a2c0a499c5d9f579f93f2841,1.4,9650,12493.5098,328.86,2100,11,545,0.0136
23d0dde26023a4f93989ced0f1756665,1.21,20175,25829.4395,674.73,1000,9,496,0.3409
23d72c57d69cb7bd03186316eadc2f69,-10.32,10675,15862,370.74,1500,38,,0.2853
23da0ea750e252ad40c1bc97fdaa19c5,-7.19,9750,13042.1504,315.02,1500,13,,0.1527
23e1be99f40fd276dc74c07fe7bd36ac,0.86,7275,9974.9902,285.96,1100,9,,0.6577
23e6ec070b7a4c1038f0234e406ff19f,-9.63,8250,10794.6904,282.16,1000,37,580,0.3313
23e8bdff3b21dcb15dda72cd3a5e86c9,-6.68,18725,22711.9805,629.71,4800,32,,0.4453
23e9e73a7d7b501c87082802a855f8ea,-10.08,15000,16769.3203,354.61,3500,19,591,0.2977
23eb8b4f30841c83bb18b6b9f52eedd9,-7.78,10675,15620,381.7,4000,18,550,0.5787
23ef41d38ea37de8f45327626474fcde,-6.31,18600,10075.04,236.22,23141.46,32,535,1
23f1752207e7d08acb4dc5e3dc4ab829,-1.78,8300,16312.5,397.22,2631,5,457,0.7021
23f4ef0cea7405a9248b58cc12376520,-0.95,11975,21407,470.19,3900,10,,0.5159
23f70d7a17afcb5745d1fd0a452aaf6a,0.56,13075,17343.2793,400.64,1500,20,550,0.5773
24009749b0421b9626dfa2240866d825,-1.1,10900,16264,372.77,1500,11,529,0.1365
24051558eec067b6b228e1c983c6d105,-0.65,12100,17537.0293,399.98,2050,11,518,0.621
240813cdf7f700b19b25ac0484e1923f,-1.22,7725,12528,333.23,1000,7,505,0.1742
240c85b8049bee096a724f9df351bc14,-0.27,9200,14506.6504,400.53,3500,6,481,0.5268
240dc5faa37acd8cef8b9d81bd09f55f,-7.92,19125,23977.0801,498.05,3000,27,469,0.5594
24241632cda0e0e1a1880e54cbcf8195,-7.09,10925,17217,469.62,2500,11,,0.432
2427168a917faad47abd00a9d7fea763,-4.14,14200,18120.75,421.01,2500,10,510,0.0343
24279c34b93a7008f66fb78c8e972f78,1.76,10750,14401,399.64,3701.45,9,470,0.0591
242b45b766ffdbe855ada3d9f42ba71d,-7.18,11825,15526.7998,358.67,5644.53,28,434,0.2615
242e2dffbfbb47edd37a0f9a2b459e09,-1.92,8625,13968.7197,395.13,2500,7,530,0.7181
24320aea1aea914cc17ee88f3aa050c1,-2.97,13250,19515.1406,434.38,975,8,520,0.5683
2434dac619e7226ef98d5665008dbbb0,-8.05,12350,16057.3496,430.06,4000,27,486,0.2012
24408e8c4fd9bdf075829caa6202d3ce,-8.98,10950,15874.5,351.09,1440,32,,0.4198
244094daeb49e600781f2e99b77ca7b7,-6.77,13700,14889.5703,342.79,5500,46,547,0.2702
24548d92b0c611daa829f4ca5f2f786d,-8.31,23700,22400.6309,451.99,5000,16,,0.8444
245a2021dcc3a46078e6755adc336693,-7.44,4950,9877.3604,285.93,2000,24,,0.3379
245c1deeee25c181f3114d2d968b2d8d,-6.04,16150,19219.3301,444.37,3000,21,533,0.0273
2460e9e616572fe9da0482084c8c0fca,-5.35,12300,22217.6992,491.38,1500,20,476,0.4361
2461045426279f077c7cd7a1537ef785,-5.05,6900,10772.0098,319.46,1000,11,568,0.3134
2461114e7e5bd9d08f51e0455d87f63c,3.05,13725,18017.3008,414.02,5000,6,465,0.7515
2461ad55d6827a7f300137e5ab0d22f2,-0.14,13275,17038.8008,411.53,2500,6,454,0.6671
2466d0eccc67241c1c0643b2379077e1,-9.36,9000,12628.0596,303.8,1500,17,477,0.4708
2469b290882c2f4c7e7ed6a1596c96c1,-6.96,12925,20029,445.84,1116,10,,0.4506
246c5e60771d07aee1ac21662212dfa5,-9.43,15825,17927.4004,502.85,4000,31,518,0.4294
2470e3c41dac8d1decb0010386d3c314,-9.43,14625,18175.4609,409.8,5000,30,,0.5431
247383b3088406fa8f8c4dbe04154aa9,-12.05,7300,10610.7998,292.49,2500,33,551,0.2055
2476e8cf023275feb594f787d095f806,-3.49,12625,13444.6299,303.31,3000,17,584,0.5676
247a354b6e2c54c45072fd72da127f5a,-8.04,11775,14309,349.66,2000,23,482,0.493
247ef407a25918dca57a8f1e6ef62c08,-8.21,14100,20023.9609,529.84,3000,16,507,0.5896
248363d3e9b1724ab83a0b99fd1a747e,-7.02,14000,21016.0508,481.97,1000,16,507,0.3969
24841182ba4303524dff78efb3eab58f,-5.31,7450,15546,352.7,1000,8,632,0.354
2484c36fb0398f3278e07b763d64dbe4,-11.42,14225,19851.5,464.76,2400,30,,0.494
2486004bcbbd833f472b80a8c221f216,-8.21,16400,18784.8203,458.07,2200,41,529,0.0907
248690e828abafdaa9d8fa20db199935,-1.39,15625,20538,440.21,5000,11,569,0.7871
24893a68a08478407899dc12a2e56981,-5.84,9425,14065.7002,352,2000,27,,0.3125
248ae4db108e4d6b06ba7e4a5ab75540,-7.74,11875,17447,394.57,1100,45,595,0.2216
2494e8b4035364b1fded55b279b4099a,-3.76,10150,12845.1904,306.17,1500,5,,0.5797
249755c3d11dbe5690093fa5adb1a95c,-8.02,20650,21863.3301,428.6,13000,35,,0.4452
2498b689b7bc1229768aecf540306bb5,-6.01,6275,7938.9399,216.99,1300,14,,0.0796
24a16af69bc59e5f0619c9e12a162c82,-6.29,11675,16272.2998,350.74,960,29,623,0.5119
24a613e6b77ed298738bd4e141919ec2,-7.01,11100,14343,380.79,1060,31,538,0.3842
24a86e9381dd1dd9012a70bb71814308,-6.93,14100,11246.7402,237.97,7000,15,494,0
24a9b204f83bd26c3266abbb9f992ed5,-4.7,11225,17007.3008,446.93,3080.67,24,581,0.5952
24abfba71c7ed9fce0f65251ba2c0095,-2.58,10775,18497.3594,425,5000,15,469,0.6144
24af51e2a265a681a196857f47647ee0,-7.99,12875,18226,433.92,2200,15,,0.4772
24b03828f26ac873ec539ac84b841988,-9.63,18525,23534.0801,543.94,4500,36,,0.4603
24b35cc4cc71ed0ce8cf857c8a3cd1ca,-5.63,9875,14810.25,390,2900,10,432,0.1421
24b46ecd4fbc2a9d7379dde43b788633,-7.49,12775,19299.6992,471.57,2070,14,529,0.5115
24bac1d40bca2cd2efc876b7865f5590,0.15,15500,19278,439.75,950,17,495,0.7856
24c3677582150466d763842798ed1ff0,-0.94,10850,13311.9697,309.77,1500,19,617,0.4941
24d93334713a63a5137de038996271ae,-9.39,14750,20127.2793,448.06,1000,29,,0.0243
24dbb0a11d8c1367964e12b39f8591c0,-7.44,13325,17372,520.13,4000,20,,0.5399
24e52c0cbaa1f66f916dbc504b708afa,-6.21,7850,13188.5,298.94,1500,14,554,0.3148
24e6df16198e66d8a7cdb147cbfe0d7b,-4.85,11450,17991.5996,425.89,1420,10,590,0.667
24ebeb617bacdaddeb628177970922ac,-5.01,9950,12940.0098,346.56,2500,8,524,0.657
24f94c3b1509973b476b6664c4f5f377,-7.45,17825,20540.4902,533.33,1650,15,522,0.5995
24fc1e9e5ab2da417997eb6832da7560,1.26,14925,21026.3809,479.56,1300,5,,0.4288
24ffc630cb1dd5e3b501c4fcf7cfa563,-8.55,11175,14926,375.33,1500,19,508,0.5773
2505b7a0c50516505d4db90266d2ed7e,-9.02,17150,25242.5801,554.77,1000,33,508,0.0576
2506cfb6e1459ef947b98959fd83f960,-7.06,10400,13208,320.86,2800,19,594,0.5437
2507632d755ef5183e10cab7eaecaa4b,-7.45,8175,12089.21,349.71,2000,14,,0.5389
2508fb4b17b289243a65f4489600d32f,-4.59,11525,17848.8203,425.8,1425,6,477,0.3857
250bcf86bba64e90c3edda8baede09c9,-1.93,13625,19589.8496,449.9,3000,26,410,0.2323
2512142416fb3c46fe666736bc0cbe5f,-1.65,15800,20139.5508,450.84,3000,9,546,0.6663
2512c8dfd78c26f1c08a938bf3ccd4d2,-5.31,19200,30072.1895,691.02,3600,8,494,0.6
25197ddbfd63badc7df79c64f579361e,-9.71,14200,21322.6992,516.94,1000,17,607,0.4986
25199c5448d2589a537e058bd20454f4,-2.2,11425,17252.2402,384.05,2000,3,570,0.6632
251dd79e83a329e84f3ebec80519c557,-1.71,15700,22378.2305,485.35,1000,4,506,0.7782
251eba8dfad02c8ad166da7f2776b220,-4.68,12150,17929.2109,411.95,1275,12,462,0.4037
251f132b490d7db1fd58aaf34d5c47cd,-3.95,15800,22428,499.23,1115,23,509,0.618
25245be516b2783fea5b1f9f2c246276,-12.85,10725,16868.5508,407.43,2000,25,539,0.6
252b88708d0a767f53922f823db9be72,-8.63,23300,23960,526.58,4000,38,440,0.8435
2530400dc22d2c51069ced0bae8872d8,-8.46,10650,17920.6191,411.72,1000,17,,0.452
253497f75a5902b70d4ab8ffe4228ed1,-6.94,12700,16294,376.25,3000,18,576,0.6291
253b160cdb112fba65adce183f1e6043,-0.69,13850,18916.0898,399.81,2000,10,569,0.1269
253e9c41d8cf8447a756da90d5d2eb8a,0.18,13750,17328,471.56,2000,18,474,0.4683
253f800e2302ae0856c074b55da7c631,-4.97,14550,17679.5898,403.46,2200,18,,0.0335
254109feec4f7bc4919c30e062a16255,0.86,13925,18001.1191,411,5750,8,,0.6861
2541c0ba9c8ef50802415e185428a128,-1.45,9450,11997.6504,320.78,2500,16,458,0.5192
254248e518b756b8050ab63196aba579,-6.54,8600,18466,424.11,1000,32,512,0.2339
2543a212c3a2936ccbd417eb0a3bfdd7,-9.71,10575,13441,346,1500,22,,0.4721
2543b2a51abbd4cf7fc501b9d11cc412,-0.1,11575,17336.1309,395.32,1500,18,493,0.6625
25457bc3595e0dfeb4ae199918b2cb56,-4.09,16425,18743,524.38,7000,26,,0.5713
254801be61a86e0b8982136b0150e7b1,0.83,8125,12895,319.96,2500,21,503,0.0466
2552a23e975a642cba4bfeeabc0ceb9a,-6.39,9800,13274,316.41,2500,20,514,0.6899
25588b31bea05ed84d8f66e3546c7436,-0.61,8200,11600.4902,255.15,4000,16,,0.7443
2563951703407c96d67e9ed62eb89e6e,-7.04,16175,22513,494.73,5000,23,500,0.4095
2567d58875ab5853dafd10c8a04b8302,-9.16,8050,10945.2598,269.03,3000,19,,0.5813
256cdc116839f5fa2ca595518ca857ac,-2.86,13000,22509.2402,498.77,1000,23,521,0.5622
256d332a4b5c49d03f29c5e003c609d1,-1.92,10600,15305.9697,392.76,3000,7,469,0.5944
256d60bee9f932fcfd50775fdde6e019,-12.6,11875,16246.4297,373.1,1300,24,550,0.1878
2574a7126466371e5927be6c5ec642ec,-9.16,8125,12370.25,342.53,3000,19,434,0.6373
257ae2c799b33ed6606ac6d0e67796f1,-8.17,9000,15446.5498,397.61,1200,24,495,0.3425
257edf8241eb01d47b89d2883a419bc3,-10.83,5950,9882.2002,290,1400,32,538,0.0101
258430d694a6b3075962e5521d96b229,3.17,13000,17987,413.32,1000,6,,0.5791
2587357725b8014da964427b82133da9,-7.45,12325,19906.9004,437.71,1876,24,,0.5282
2588a59167bbe28333eeebe3a5f72367,-6.46,14800,25757,591.8,1000,14,577,0.3882
258e77b9a0e872e10bc4af137d173006,1.37,14675,17248.1602,516.42,3000,12,,0.3387
25935d97b614805261fd76271be4ad0e,-6.58,11725,17697.4004,443.1,2500,25,455,0.3283
25978dfad00668b5af190dfc043d5c12,-10.69,11375,15759,375.62,1400,21,,0.4616
25a009386ff292a4c5f89dd96f484a53,3.08,9325,11913.04,321.62,765,15,541,0.5761
25a109b6152e306e5a8f12c6f08b0b77,-4.5,11800,20083.0801,489.82,2000,18,499,0.5596
25ae97cc3bc739b78b5f8c1fe039b5a9,-4.23,15850,26309.0801,602.41,-2760,7,,0.5143
25b02f72ba10807c7f4dad20c60576e9,-6.98,11400,17104.3809,408.04,2000,45,459,0.0182
25b0d364b540d54aae7a15a21ad8e39b,-3.93,8100,12019.4502,313.27,1000,13,573,0.3354
25b107dc7c9f9010242cbd382be0bafe,-2.75,16775,23959.0098,506.21,1000,7,644,0.6722
25b6f9b74563a688434c016b46864a02,-5.67,8775,12136.6699,303.56,3000,21,,0.2095
25ba9d4539e26bc09a01754953e7523b,-4.12,9350,16249,370.99,1000,9,526,0.5544
25bcd8e82515dd3753ba23c13d458f0b,-10.21,14200,23345.5195,559.84,-3498,17,508,0.4918
25c1642f0f65292564e497e2b66fdbf4,-5.7,9125,12701,297.34,900,12,551,0.4836
25c3fb24e490216131e1ee9d66ad21d4,-7.2,15350,22502.4395,517.08,3905.44,13,,0.0129
25c750e86ffc05766781e91ccdb0c339,-6.81,8900,14594.8496,353.93,2000,26,,0.456
25d08dcf2f818fafdd6ed291baebe13c,-6.32,12225,17480.7402,434.36,2000,14,544,0.416
25dac536a193cdfdd19a9fd1be126a17,-1.84,15925,19088,452.5,3500,8,523,0.7207
25de80e221854d0aa568c0d7cbaf5afb,-4.28,13750,18352,400.82,2000,16,,0.0797
25de843f122719e5e05695dc823b47c5,-11.83,20850,32873.75,788.37,5452.61,35,477,0.6639
25e47d828fc8899d1f389e7e1bd7c31f,-9.52,9675,12374.96,335.95,3500,32,551,0.4254
25ea8cc9c9fa06d58d06cf45a67f6e89,-8.77,19150,17295.4102,396.91,10000,16,476,0.8773
25eecf39448c34b2c322db708f2ada1f,1.49,20775,20878.0195,549.65,7000,8,559,1
25f214c0e51f419831c6e655f3c24209,-1.6,10025,15699.9502,378.57,1000,10,472,0.0441
25f480cb3903bda8285b599fe4bc6e58,-7,11025,14283,316.58,1100,16,,0.7014
25f49bbf1c11c1d751c4d1496ce0b2b7,-0.1,15475,17831.4805,396.13,4500,18,515,0.562
25fa0796d95cab95241527cf725c3054,-7.55,12875,19076.2305,421.9,1000,23,572,0.4799
2603e6c7b57970e53b3065481559f387,-0.42,9725,15697.9902,399.5,1250,10,477,0.1638
2608f12600892bea20847f3dd9f1a61d,-9.86,13150,19672,480.45,2350,17,549,0.54
262a440ffe7f92af13912a360319de33,-7.07,13050,20240.7598,436.52,3400,15,,0.009
262f05d3088f24d4c1dc2579eeb4e899,-11.96,9900,13959.0195,385.01,2900,28,,0.4004
26345b3c8ab42548de5054f6b95fb19a,-7,10625,17298.1309,418.93,3000,16,465,0.5694
2636f62a021a921c0d7661ed79cf77c6,-6.23,10725,14074.21,343.96,5023,11,492,0.8094
2637a91d28e76fa54b779ccc6a04ce28,-5.21,10950,15640.7998,379.68,3500,21,557,0.5476
2648962280930ca87a370836cc918dce,-8.42,11875,17148.9004,376.86,1500,40,,0.328
264afb6b8233afabf04b14113b006793,-4.18,13975,24373,602.98,2100,10,562,0.5708
264f1882db9fc64c9c3f100d3e3a909b,-6.97,10675,18551.2598,428.76,-814.53,17,529,0.4777
265a451af6a211ade22edd4151dabfab,-1.29,13800,16316.5,449.84,3000,14,492,0.6198
265f6a2c45771bce227d309aeedcc9f2,2.05,10300,17028,437.07,1500,6,,0.5866
266369f17a8069a471c1d66cfa1c08dd,-4.78,18075,21601.9492,480.84,1800,27,471,0.6327
2666df7b034cd5d1dc5a59609ac4fab2,-6.08,6725,11417,309.42,2000,9,558,0.5047
2666f5c1aebc4f4f5029cf4cb4d9e7ed,-10.62,9725,14728,325.74,1450,18,,0.5
26694a0328712d6a4638fec49cacf44a,-4.03,16150,25785.7891,588.74,1100,19,597,0.7421
26748aed7a917e8c2eb3e7958677a145,0.15,9450,14199,421,3000,17,440,0.1155
2674b863785fc532e70402db8e5c8156,-4.97,11750,19458.2207,464.15,1500,18,,0.3092
267dc12e4228d08167af71da34e31054,1.49,11650,21203.6992,505.77,1200,8,557,0.4753
268138e07205400341f5e78464c784ea,1.73,11775,16719,413.56,1325,12,480,0.3057
268602b6786bd8632f60d58f36895671,-8.35,13675,19020.1992,407.34,4500,33,503,0.0275
26884994694ca1e9b0958ae70727cfb9,-3.81,7125,11199.2998,290.82,2200,5,480,0.3701
26936a7e066c0a438d7de865434c7b04,-6.68,15200,20054.8398,460.79,2500,10,525,0.5345
26983f119ed07dd6d530f1fde85b3dff,-4.6,24400,24641.8398,507.32,3000,19,517,0.6597
26a8444d1ef9be514cfc00f8c7b84052,-6.63,9325,14473.3701,337.32,1500,24,,0.2582
26ab17e1fe25873e5669bd6f4b27d7f2,-9.03,15550,24104.6992,548.41,2000,18,,0.6466
26b826f9fadb4d5d7629aa95d202f89b,-7.04,15250,21735.9805,477.65,2000,23,,0.3918
26bedddcdf47368eeb04a82368e3ba3a,-7.83,16775,17091,443.84,1275,31,517,0.1907
26c03e699e2df03374007af20c228e00,-2.95,10475,12715.5596,306.34,1300,4,499,0.7109
26c401e560ade4d25211eaef3b4ed526,-6.12,8725,13488.0195,336.57,1500,26,614,0.576
26cdfcac33a2112e1e9dd1306429c259,-1.44,9675,15369.2305,402.21,1300,10,618,0.0606
26deddb75dc8936129a34dd3babaf7ab,-3.65,8850,13650,386.35,1500,4,591,0.7303
26e4d6c96b53372819653cb9887256f4,-5.35,15200,20590.4004,473.04,2000,20,509,0.5238
26e68c657ecd8f6a5078870510669663,-9.07,12000,20538.5,474.9,1800,17,475,0.4558
26e715064781f3269176b70e2b685ad8,1.4,11675,16374.6904,376.27,1500,11,557,0.5083
26f3f42483ae66e71b87057431621966,-0.81,10425,13350,361.49,2000,15,482,0.248
26f4376f532580a497c3d09c15366cc5,-10.19,10975,18459.8105,416.21,1550,41,631,0.51
26f7237a3bea6e50fdbe098a55f865bf,-8.26,19225,21344.5,457.11,3000,15,585,0.7789
26fa400ac3a16c31199724aac2cb162f,0.65,15400,18530,423.12,5000,9,,0.7226
26fb77bb6d15ca4ab228b6d38ef1f3ac,-5.38,13725,18804,459.38,1000,35,461,0.3297
2704053ffb35106ee716983cef463604,-4.32,13175,17427.6094,443.07,2700,7,493,0.5763
270a6854c057a0e28165584f518bf323,-9.53,8900,14949.5,383.72,3000,35,486,0.0312
271238390002b8935d0f81158b884f26,-5.01,14600,17411.4707,436.2,5110,8,483,0.7427
271457a720e45128f6bac5ed6d26cb54,-4.24,19025,34020.4805,738.04,-3025.6,18,,0.4967
271a585733f0c92c2d870280db4c4cdf,-9.07,11475,17422,420.73,3000,17,510,0.6579
2728fc8ff64f448026690de496316c07,-9,15550,28231.9004,624.14,1329.25,26,493,0.5048
272dc9372747adc42a9e7af62375b717,-7.16,15875,20217,496.04,3500,14,,0
272e074497e65485c73358dfce78aaeb,-5.84,12025,14200,340.43,3000,18,565,0.275
27316af832644e4d8a065a95ea12a5a9,-7.45,9500,11232,326.25,2500,22,469,0.8864
273436b0536f5114706de580f0660ec7,-12.85,10825,15296.75,382.65,2050,25,527,0.234
2734dfa2cb454e9b830a412ee513a114,-7.67,11725,17003,420.84,5150,27,479,0
2736f5df0f4b822babe23b9634a3c332,-2.35,10125,13518.5996,324.02,1250,14,506,0.5641
273796be43d0323dbb471fa89ad76881,-4.58,12550,17363.6992,431.28,1320,6,506,0.0341
27459447d9855cfb65ff7404901d9e42,-5.98,11600,16558.5898,394.93,2703.75,12,507,0.4518
274ac634b43b1688ed519cf9040e068b,-4.12,13250,17496.9492,408.81,2200,9,558,0.6335
274e311930581163a2a1cdaf38d08535,-11.38,11200,19190.3594,387.18,1000,35,,0.437
2766f2ff05db202cd4d15e2d98475416,-9.43,11350,20260,491.72,1000,31,567,0.3056
2769f8744655e8ddb683c775947433a7,-2.39,13275,20804.3594,456.93,1000,9,,0.5533
2777070c61d19b867ed9b3dd5d74cec5,-1.44,14050,17820.0098,424.26,1630,10,553,0.627
278470e1e8aa54d8fac51c4e8ed6c988,-0.73,14200,22611.4395,496.9,2250,14,488,0.5801
27885414e568283bc817f58d56715b00,-10.29,12525,18400,430.84,5000,22,506,0.1356
2798406c457cba9b7cf1434229ea6352,1.49,12050,19482.5508,450.01,2000,8,,0.5724
279fc9a934e40b658cb415cb4f04be58,-5.09,5150,7906.6499,210.58,1805,12,,0.4148
27aae18c06435efb80460e831a51a53d,-8.41,10325,17149.5996,436.01,3200,18,579,0.4424
27b4d22ed16edb162d2b265567a202f7,1.04,9550,14416.6201,353.41,2282,18,557,0.1051
27b736849408a7cf4e9320f12d81b881,-7.02,8350,9696,264.43,2263,29,,0.3806
27b77db4650ac3b84ac37109f57cb071,-1.44,13175,18099.0508,496.51,4000,10,587,0
27b8e772e9433d4bd3ab2793c20adb6a,-0.97,7900,14339.75,399.32,1050,4,600,0.7503
27bd2b290f47a4a39314ab66a8aee5f7,-5.38,10100,13844.1299,362.56,2000,35,568,0
27c045e4c2ce4e99449c369c817985f9,-8.84,13000,18469.5801,408.34,1500,15,522,0.0333
27c2e3fbb3cda373d4b68f831eb7a8a9,-7.73,17475,21693.9707,476.89,1000,26,,0.3804
27d3851cadb1cd7d41efc84f61319a53,-7.11,29275,26383.5,602.53,10000,11,516,0.8756
27d57f9050137b9447ec28beeed7b9f5,-10.46,11225,13499,337.46,3500,40,,0.2016
27d64753f97e0df8a14cc731e5815f87,-2.35,9450,18255.9707,440.9,750,14,,0.6001
27dd7ee937910d66951d29898cd45479,-3.55,9950,16387.3301,374.68,1000,7,,0.4923
27dde83c0d1188524a962e95aadc977f,-7.58,22975,20752,447.33,5006.77,43,,0.9262
27e3cd8a9d3c1213f04aecfd3acd537a,0.77,19200,23424.4004,537.3,10000,17,497,0.6933
27e7a423d6c7f9405b48ca49d35b1d48,-7.78,5325,7920,231.84,500,21,,0
27efe9857e90d8887993731ec20c3c0b,-10.83,15625,19776.0508,453.07,8000,32,,0.1569
27fb5ebf8a790af4c3366357c5bb8251,-0.23,11450,21150.9297,468.65,1000,3,529,0.6948
280198f7447bf4674a21c0a93a5876ab,-4,13700,20898,479.5,1000,4,531,0.6362
28047572a73f63e9a0720c41cd138b6e,-1.02,14100,19033.8398,437.38,2000,11,,0.7089
28068ba62eeadf0fae232da3567a1024,-3.3,14800,21473.9004,514.16,1390,14,528,0.568
28083fb3acdae5be1591cb85a2802d52,-1.86,10700,14708.7305,377.54,2000,16,528,0.4506
2809c40cab0c886aa8163c3044de474f,-6.08,5900,7012.8198,197.69,3000,9,,0.0665
280bb0eb44017e5390ca61440260f2aa,-2.97,10475,17137,392.01,2200,8,461,0.6119
280d1a9f51edfc6d100a76a1a246d509,-8.84,8350,9040.9297,265.36,4800,37,,0
2818526502b2bde265a36c48e21f4c76,-5.63,14950,17671.9902,433.09,1830,13,,0.7287
281ce0b44430e18ba89b74724bde39b0,-2.64,14875,17720,430.33,6040.25,8,567,0.8154
281e4ed98a006f8ba55be11ff7c38b96,-6.12,12425,24695,549.69,-3867.33,26,555,0.5153
2820099579414c6d53e2cc8f494a7e4d,-4.54,9125,12537,322.73,1300,10,493,0.5952
28204877a7fac1ba5b1d12c5f6dc9065,-3.49,12800,22389.0605,498.74,4000,8,437,0.5967
283607becfda51d09c96de90ab30401a,-8.17,20650,23786,543.08,6000,24,,0.7232
283c50ef5934866a5b2b7b082915193c,-3.37,8500,13373.8496,303.46,5500,21,472,0.5199
283f8ed89c40e792fd4af6345891e2dd,-8.46,18325,28141.3496,626.87,-1112.97,20,570,0.516
283f9ea2059e22c4cf75982adb285b5d,1.41,14750,20007.5,590.34,2000,5,468,0.5385
284216ba923eba8bfecca8b72ec34da0,-4.93,9550,13406,353.03,2200,23,553,1
2842434ec1860e201fc22c4c45acf3e1,-1.39,13550,10823,263.34,8201,11,510,1
284384ba4e21aa95b40ac556c1aa54e0,-5.67,19200,24878.3105,539.75,1000,21,,0.5516
28452bd91c91ab2dc927ad5b0b9a7534,-8.94,8325,15039.9697,369.02,1800,16,548,0.3839
28518768b25a95273c0705cf96695f8b,-7.92,17950,25511.1309,631.32,4000,26,530,0.3447
2854a384caf67ccfb071a5925fe6c3cd,-6.16,14550,16921.5801,430.97,1900,15,607,0.5583
28575288a130417226f7a07b89f6782c,-6.24,11000,14383.9199,415.1,3876,14,,0.5654
285bb0864b0c214e46fe0a964233f196,1.21,20975,26131.5391,596,1800,9,484,0.0198
285da55e6f139489c72e5b521c82d9a6,-6.41,8500,14139.2002,355.75,3000,33,531,0.3324
2861ac4e4bd6e151cc7b3af63d9cdd96,-6.67,11575,14276.2695,353,750,21,516,0.6783
2867f7c6cd493ce1454147cbb023901b,-7.33,8650,12750.0996,330.1,1200,23,458,0.3325
28712b037c732aaa4fc1b9c927f63d96,-0.21,10075,13861,388.91,1400,7,460,0.5411
287e90ff7a3459d5eddbaeb2bdaefdfc,0.48,9775,14761.8203,378.91,1100,18,546,0.4818
287f9590ec1d90cba3f0f397b5a952ed,-0.59,11050,16468,422.41,2500,8,507,0.7405
28855b17eb9a0a756384439915a27c1b,-6.52,23225,31305,696.82,-2651.77,10,459,0.671
2885e04e3d140054126c87324dd4aad3,-7.07,13600,20868.1191,510.17,1100,15,430,0.5139
2887eb4d90f3587c0a3151f5dfb01d2e,-7.19,14950,16880,390.29,10000,13,420,0.0776
288823d2cca72a23740f52ea156c8193,-7.25,16100,22713,521.87,1000,22,,0.4256
288ef2bbca53ff41634e47815d4ace76,1.22,15800,24363.6504,525.18,1200,11,,0.3367
2893dd46e5fa243c70ffe6234e5c8868,-8.77,12550,17626.4492,506.42,2500,16,493,0.5408
2897ad9b9aa3be049daf9cce0bcfa3ca,-7.24,24125,24147,517.15,4000,27,507,0.6879
28aa100c592342e8c3f6b37a45021a21,-6.16,10500,14492.2998,370.98,1530,15,568,0.4791
28b1aca7fe9dbc8c5ad0dd9d15cdb5d9,-4.97,13500,20500.4609,503.74,1500,18,498,0.5561
28b31105c7039d32ae6a3393e95d5b0a,-3.5,16450,20044.5,480.33,1000,8,525,0.0085
